,abstract,top_journal
12,"This paper studies the influence of interregional inequality within countries on internal con-flicts. Regional inequalities are measured by the population-weighted coefficient of variation of regional GDP per capita. As the main innovation, I use a panel data set of country-level re- gional inequalities, which covers 56 countries (835 subnational regions) between 1980 and 2009. I also consider a broader cross-section data set for the year 2005, which covers 110 countries (1569 subnational regions). Conflict is measured by the incidence of civil war (UCDP/PRIO data) and a risk measure of internal conflict (war, terrorism, and riots) provided by the PRS Groupâ€™s International Country Risk Guide. Logit estimations are employed as well as OLS fixed effects panel regressions. I find that regional inequalities increase the risk of internal conflict.(This abstract was borrowed from another version of this item.)",0
13,"To counteract the financial pressure emerging in aging societies, statutory pay-as-you-go pension schemes are undergoing fundamental reforms in many Western countries. Starting with cohort 1937, Germany introduced permanent pension deductions for early retirement. This paper examines the evolution of the profitability of pension contributions against the background of this reform for cohorts 1935-1945. I measure the profitability with the internal rate of return (IRR) and use high quality administrative data. For men the IRR declines from 2.4% to 1.2% and for women from 5.2% to 3.7%. The results suggest that the deductions introduced by the reform only cause some part of this trend. The majority of the trend, about 75%-80%, is caused by increased pension contributions.(This abstract was borrowed from another version of this item.)",0
14,"In 2009 a new law on German debt brakes was passed: state governments are not allowed to run structural deficits after 2020. Consolidation strategies initiated today influence if a state can comply with the debt brake in 2020. We describe to what extent government ideology predicts if state governments consolidate budgets and which fiscal adjustment path they choose. Attitudes towards budget consolidation, as expressed by politiciansâ€™ words in the public debate, differed among parties. Anecdotal evidence and descriptive statistics indicate that leftwing governments ran on average higher structural deficits than rightwing governments between 2010 and 2014. Primary deficits, however, hardly differed under leftwing and rightwing governments. Revenues of federal taxes were much higher than expected and facilitated budget consolidation. Leftwing governments did not need to run deficits to design generous budgets. It is conceivable that parties confirmed their identity by using expressive rhetoric, but responded to shifts in public opinion after the financial crisis and pursued more sustainable fiscal policies when in office.(This abstract was borrowed from another version of this item.)",0
15,"In this study, I provide evidence that the educational achievement of second-generation immigrants in German-speaking Switzerland is greater than in Germany. The impact of the first-generation immigrantsâ€™ destination decision on their offspringâ€™s educational achievement seems to be much more important than has been recognized by the existing literature. I identify the test score gap between these students that cannot be explained by differences in individual and family characteristics. Moreover, I show how this gap evolves over the test score distribution and how the least favorably-endowed students fare. My results suggest that the educational system of Switzerland, relative to the German system, enhances the performance of immigrantsâ€™ children substantially. This disparity is largest when conditioning on the language spoken at home, and prevails even when comparing only students whose parents migrated from the same country of origin.(This abstract was borrowed from another version of this item.)",0
16,The paper estimates the NAIRU from a Phillips curve relationship in the state-space framework. To identify the inflation-unemployment trade-off we account for a time-varying inflation trend to control for the part of inflation that is not affected by the cyclical component of unemployment. In addition we use shifts in the relative volatility of shocks to unemployment and inflation to address the simultaneity problem in Phillips curve estimations. Applying the method of Rigobon and Sack (2003) allows for a data driven identification of the contemporaneous coefficients on the unemployment gap in the Phillips curve and yields more precise estimates of the structural coefficients in the Phillips curve. This tightens the economic relation on the basis of which the NAIRU is derived.(This abstract was borrowed from another version of this item.),0
17," Victimization is a poorly studied topic in economic research. This paper considers economic factors of victimization using individual data. It tests the rational-choice-based hypothesis that the more attractive and poorly guarded targets are facing a higher risk of victimization. The used dataset also covers own criminal activities such that individual offending behavior can be studied as endogenous driver of victimization. Econometric results confirm that a criminal background is one of the major reasons of own victimization. In line with rational choice behavior of offenders, victimization is also associated with being a job holder and more schooling. Moreover, large peer groups increase the risk of victimization, whereas married and healthy people have a significantly lower risk of becoming a crime victim.",0
18," This article studies the effects of tax competition on the provision of public goods under business risk and partial irreversibility of investment. As will be shown, the provision of public goods changes over time and also depends on the business cycle. In particular, under source-based taxation, in the short term, public goods can be optimally provided during a downturn. The converse is true during a recovery: in this case, they are underprovided. In the long term, however, tax competition does not affect capital accumulation. This means that the provision of public goods is unaffected by taxation.",0
19," With direct incentives and sanctions being the most common instruments to fight tax evasion, the theoretical literature has tended to overlook indirect schemes, such as itemised deductions, in which one agent's behaviour affects the likelihood that others will declare their revenue. Itemised deductions provide an incentive for consumers to declare their purchases. This induces a partial shift in the demand from the black market to the legal one, for consumers need a transaction receipt to enjoy the tax deduction. I show that it is possible to increase tax proceeds by choosing a suitable level of itemised deduction, and this, for any level of taxation. Indeed, the cost for the tax authority on the consumers' side is more than compensated for by the extra proceeds generated on the sellers' side.",0
20," During episodes of increased global risk aversion, or risk-off episodes, safe haven currencies such as the Swiss franc tend to appreciate. The immediate impact of a risk-off shock is an increase in net private inflows to Switzerland, mostly driven by a reduction in Swiss residents’ net purchases of foreign debt securities and reduced foreign exposure by Swiss banks. Given that the bulk of capital movements related to risk-off episodes is driven by decisions of Swiss residents, capital flow management policies that discriminate based on the residency of the investor (capital controls) are not likely to be effective at reducing the impact of risk-off episodes. However, prudential policies that limit leveraging or foreign exposure by Swiss banks may diminish the volatility of capital flows during risk-off episodes.",0
21," This paper analyzes the impact of migration on destination-country corruption levels. Capitalizing on a comprehensive dataset consisting of annual immigration stocks of OECD countries from 207 countries of origin for the period 1984–2008, we explore different channels through which corruption might migrate. We employ different estimation methods using fixed effects and Tobit regressions in order to validate our findings. Moreover, we also address the issue of endogeneity by using the Difference-Generalized Method of Moments estimator. Independent of the econometric methodology, we consistently find that while general migration has an insignificant effect on the destination country's corruption level, immigration from corruption-ridden origin countries boosts corruption in the destination country. Our findings provide a more profound understanding of the socioeconomic implications associated with migration flows.",0
22," The model of Mehra and Prescott (1985, J. Econometrics, 22, 145–161) implies that reasonable coefficients of risk-aversion of economic agents cannot explain the equity risk premium generated by financial markets. This discrepancy is hitherto regarded as a major financial puzzle. We propose an alternative model to explain the equity premium. For normally distributed returns and for returns far away from normality (but still light tailed), realistic equity risk premia do not imply puzzlingly high risk aversions. Following our approach, the ‘equity premium puzzle’ does not exist. We also consider fat-tailed return distributions and show that Pareto tails are incompatible with constant relative risk aversion.",0
23," This contribution empirically analyzes the individual determinants of tax rate preferences. For that purpose, we use representative survey data from the German General Social Survey, which offers information on attitudes toward progressive, proportional and regressive taxation. On the basis of theoretical considerations, we explore the factors which, beyond an individual's financial interest, should drive preferences for progressive taxation. Our empirical results confirm that the narrow redistributive self-interest does not offer the sole explanation of the heterogeneity in individual attitudes. Rather, we show that the choice of the favored tax rate is also driven by fairness considerations and beliefs on the role of effort for economic success.",0
24," Language is a strong and robust determinant of international trade patterns: Countries sharing a common language trade significantly more with each other than countries using different languages, holding other factors constant. In this article we present the first analysis of the effect of language on trade in an intra-national context. Analyzing unique data for a single-language country, Germany, we find that similarities in the local dialect have a significantly positive impact on regional trade. We interpret this finding as evidence for the trade-promoting effect of culture, because linguistic similarities likely reflect cultural ties across regions, rather than lower costs of communication or similar institutions.",0
25," A high standard of security of electricity supply comes at serious electricity system costs. However, these system costs have to be balanced with the economic costs induced by an insecure supply of electricity. Following a macroeconomic approach, we analyze the economic costs imposed by potential power interruptions in Germany. Using an extensive dataset on industries and households, we estimate both Values of Lost Load and the associated hourly costs of power interruptions for different German regions and sectors. We find that interruption costs vary significantly over time, between sectors and regions. Peaking at midday on a Monday in December at 750 Mio € per hour, the average total national outage costs amount to approximately 430 Mio € per hour. A missing gigawatt hour creates average outage costs of about 7.6 Mio €.",0
26," Does it matter who pays for ratings? Yes, but not for the rating agencies’ behavior. These are the findings of our experiment where we analyze the effect of the remuneration model of rating agencies on their assessments as well as on investors’ and issuers’ behavior. First, we find that rating agencies’ assessments are comparable whether the agency is (partially) paid by issuers, investors or solely by the experimenter. Issuers, on the other hand, more often do not return investor's trust when they or investors pay for ratings. Further, investors more often act according to the agencies’ recommendations when they have to pay for this information.",0
27," We examine differences in altruism and laziness between public sector employees and private sector employees. Our theoretical model predicts that the likelihood of public sector employment increases with a worker's altruism, and increases or decreases with a worker's laziness depending on his altruism. Using questionnaire data from the German Socio-Economic Panel Study, we find that public sector employees are significantly more altruistic and lazy than observationally equivalent private sector employees. A series of robustness checks show that these patterns are stronger among higher educated workers; that the sorting of altruistic people to the public sector takes place only within the caring industries; and that the difference in altruism is already present at the start of people's career, while the difference in laziness is only present for employees with sufficiently long work experience.",0
28," This study analyzes the impact of bank relationships on a firm's borrowing costs. We find that a firm's borrowing costs decrease with relationship strength, proxied by the share of bank debt provided by the lender. Borrowing costs, however, rise with relationship length. While the increase over time is weak on average, bank-dependent borrowers face a substantial premium after several relationship years. Switching the lender initially leads to only a small price discount on average. However, the discount is considerable for borrowers that switch and had a strong relationship with their previous lender. Our results suggest that close lending relationships lead to benefits for the firm, but may also imply hold-up costs in the long term.",0
29," This paper empirically investigates the relationship between stadium attendance, hooliganism and counter-violence policy measures in Italian Serie A. In particular, this paper analyses the impact of counter-hooliganism policies adopted in 2007 on the quantity of game tickets sold. The counter-hooliganism measures, grounded on an entry card, namely a ‘fidelity card’, were designed to keep out hooligans from stadiums so favouring the attendance of either occasional spectators or uncommitted fans. According to our econometric investigation the expected substitution between committed fans and uncommitted fans did not take shape. In sum, the ‘fidelity card’ did not turn to be successful if evaluated on the average attendance perspective.",0
30," We analyse how bicameralism can affect national fiscal policies in a federal country when vertical and horizontal externalities interact. Conditions are provided to show when, at equilibrium, the two chambers agree or disagree on the choice of a national capital tax rate, depending on whether or not the pivotal voter in the two chambers is the same.",0
31," In this article, we provide a simple supply and demand framework in which the build-up of an excessive level of leverage can result in a shortage of safe assets. On the basis of this, we discuss various policy options. First, we address the question of what policy-makers should do if shortages of safe assets arise. Second, we discuss what has to be done to prevent potential shortages of safe assets. Our main finding is that a smoother leverage cycle – which, in particular, implies less leverage in booms – is a major condition for preventing shortages of safe assets.",0
32," We empirically investigate potential determinants of the allowance price dynamics in the European Union Emission Trading Scheme during Phase II. In contrast to previous studies, we place particular emphasis on the fuel price selection. We show that results are extremely sensitive to choosing different price series of potential determinants, such as coal and gas prices. In general, only the influence of economic activity in Europe and hydropower provision in Norway is robustly explaining allowance price dynamics. The influence of fuel switching on allowance prices and, therefore, equalization of marginal abatement costs – in particular in the long run – is still rather small.",0
33," By the 2008/09 school year the federal state of North Rhine-Westphalia (Germany) abolished binding school catchment areas in all municipalities. The reform has been controversial and it was feared that school choice would increase ethnic segregation. Using data on all primary schools we contribute to this debate by analyzing ethnic segregation before and after the reform. We discuss drawbacks of commonly used segregation indices and their interpretation as well as causality issues. Although there is an increase in segregation over the time period studied, our results show that segregation has not been affected by the policy reform.",0
34," In this study, we assess the accuracy of macroeconomic forecasts at the regional level using a large data set at quarterly frequency. We forecast gross domestic product (GDP) for two German states (Free State of Saxony and Baden-Württemberg) and Eastern Germany. We overcome the problem of a ‘data-poor environment’ at the sub-national level by complementing various regional indicators with more than 200 national and international indicators. We calculate single-indicator, multi-indicator, pooled and factor forecasts in a ‘pseudo-real-time’ setting. Our results show that we can significantly increase forecast accuracy compared with an autoregressive benchmark model, both for short- and long-term predictions. Furthermore, regional indicators play a crucial role for forecasting regional GDP.",0
35," Politicians have been shown to benefit electorally from an attractive physical appearance. Employing data on 614 German MPs, this note explores whether it also affects their success/failure in the market for extra-parliamentary activities. An attractive physical appearance is found to mainly benefit female MPs, especially for private-sector jobs. This is particularly driven by MPs’ perceived likability. While MP's perceived beauty is shown to have no direct effects for extra-parliamentary activities, our findings suggest important indirect effects.",0
36," The 2005 reform of the German welfare system introduced two competing organizational models for welfare administration. In most districts, a centralized organization was established where local welfare agencies are bound to central directives. At the same time, 69 districts were allowed to opt for a decentralized organization. We evaluate the relative success of both types in terms of integrating welfare recipients into employment. Compared to centralized organization, decentralized organization has a negative effect on employment chances of males. For women, no significant effect is found. These findings are robust to the inclusion of aspects of internal organization common to both types of agencies.",0
37," We evaluate a wage subsidy program that is targeted at long-term unemployed workers in Germany. We use an alternative identification procedure compared to empirical studies conducted so far. Exploiting the particular program regulations and large administrative data we estimate the impact of program availability using a regression discontinuity framework. Our results suggest no significant impact of the availability of the subsidy on labor market outcomes of the target group. Even though our analysis lacks some statistical power, our findings do not support the substantial positive effects obtained from matching studies. As our approach does not require observability of all drivers of selection, previous empirical studies justifying government expenditures on wage subsidies based on matching methods should be reconsidered.",0
38," During the last decade, most of the German states have abolished the final year of higher secondary schooling while keeping academic content almost unaltered. We evaluate the effects of the reform in Saxony-Anhalt for the double cohort of graduates in 2007. In 2003, the 13th year of schooling was eliminated for students in grade 9, while tenth grade students were unaffected. This provides a natural experiment for analyzing the impact on schooling achievements and educational choice. We find negative effects on grades in mathematics, but no effects in German literature. Moreover, a significant share of females were found to delay university enrollment.",0
39," In 2007, Germany changed network access regulation in the natural gas sector and introduced a so-called entry–exit system. The spot market effects of the reregulation remain to be examined. We use cointegration analysis and a state space model with time-varying coefficients to study the development of natural gas spot prices in the two major trading hubs in Germany and the interlinked spot market in the Netherlands. To analyse information efficiency in more detail, the state space model is extended to an error correction model. Overall, our results suggest a reasonable degree of price convergence between the corresponding hubs. Market efficiency in terms of information processing has increased considerably among Germany and the Netherlands.",0
40," We compare the consistency of choices in two methods used to elicit risk preferences on an aggregate as well as on an individual level. We ask subjects to choose twice from a list of nine decisions between two lotteries, as introduced by Holt and Laury ) alternating with nine decisions using the budget approach introduced by Andreoni and Harbaugh ( ). We find that, while on an aggregate (subject pool) level the results are consistent, on an individual (within-subject) level, behaviour is far from consistent. Within each method as well as across methods we observe low (simple and rank) correlations.",0
41," In recent contributions, von Weizsäcker (2014) and Summers (2014) maintain that mature economies accumulate too much capital. They suggest large and lasting public deficits as a remedy. This study argues that overaccumulation cannot occur in an economy with land. It presents novel data of aggregate land values, analyzes the issue within a stochastic framework and conducts an empirical test of overaccumulation.",0
42," According to the literature on traditional banking, lenders often discriminate against female borrowers. However, studies of Peer-to-Peer lending in the United States find that female borrowers have better chances of obtaining funds than do males. We provide evidence on the success of female borrowers at a large German peer-to-peer lending platform. Our results show that there is no effect of gender on the individual borrower's chance to receive funds on this platform, ceteris paribus. Several robustness checks confirm this finding. Hence, female discrimination seems to be eased by the ‘wisdom of the lending crowd’.",0
43," We investigate the relationship between life satisfaction and mortality using the German Socio-Economic Panel, which allows us to follow around 15,000 people for more than two decades. Seventeen per cent of the respondents surveyed in 1984 died between 1984 and 2007. After controlling for initial health conditions, we find that people's life satisfaction at the beginning of the survey is deeply linked to their life expectancy: a ten per cent increase in life satisfaction is connected to a four per cent decline in the probability of death in the period studied. The relationship between life satisfaction and mortality is stronger for the married and the men but life satisfaction does not matter for the women. We find some suggestive evidence that links between life satisfaction and mortality could be operating via accidents and mental health. Finally, we show that the life satisfaction measured in 1984 extends to the rest of life: people who were happier in 1984 more frequently experienced high levels of happiness in the rest of their lives. These results suggest that life satisfaction is a powerful risk-factor for later mortality and is more predictive of mortality than a host of other variables.",0
44," This study evaluates whether economists support economic policies such as free trade because they deem them to be good for their home country or because they increase global welfare. In a telephone survey, 100 German economists were asked to judge different policy proposals dealing with immigration, military exports and climate policy. Our results show that the acceptance of the policy proposals is strongly influenced by national efficiency judgements. In contrast, global efficiency judgements exert no significant positive effect on policy proposal acceptance. These effects even hold for economists who self-reported a global perspective in the assessment of the policy proposals. These judgements might be based on the potentially erroneous assumption that their policy judgements, taken from a national perspective, are consistent with global interests.",0
45," We present first empirical results on the effects of a large scale reduction in unemployment benefit entitlement lengths on unemployment inflows in Germany. We show that this highly disputed element of the Hartz-Reforms in 2006 induced a rush of workers and firms to take advantage of the previous legislation in its last days. Furthermore, we find a considerable decline in transitions to unemployment and an increase in employment rates among older workers after the reform. Our results provide new evidence for the importance of changes in unemployment inflows for the analysis of changes in unemployment outflows.",0
46," So far, there is no consensus on the price adjustment determinants in the empirical literature. Analyzing a novel firm-level business survey data set, we provide new insights on the price setting behavior of German retailers during a low inflation period. Relating the probability of both price and pricing plan adjustment to time- and state-dependent variables, we find that state-dependence is important; the macroeconomic environment as well as the firm-specific condition significantly determines the timing of both actual price changes and pricing plan adjustments. Moreover, input cost changes are important determinants of price setting. Finally, price increases respond more strongly to cost shocks compared to price decreases.",0
47," We study pure indirect reciprocity by setting up a modified dictator game with three players A, B, and C acting sequentially. Subject A takes a share of a pie and passes the rest to subject B, while B divides the rest between herself and C. We find that this consecutive three-person dictator game increases generosity compared with the traditional two-person dictator game. We analyze the influence of social interaction and uncertainty. In treatments with certainty we observe pure indirect reciprocity: B indirectly reciprocates for A's behavior in the decision on how generous to be to C.",0
48," This paper studies the evolution of life satisfaction over the life course in Germany. It clarifies the causal interpretation of the econometric model by discussing the choice of control variables and the underidentification between age, cohort and time effects. The empirical part analyzes the distribution of life satisfaction over the life course at the aggregated, subgroup and individual level. To the findings: On average, life satisfaction is mildly decreasing up to age 55 followed by a hump shape with a maximum at 70. The analysis at the lower levels suggests that people differ in their life satisfaction trends, whereas the hump shape after age 55 is robust. No important differences between men and women are found. In contrast, education groups differ in their trends: highly educated people become happier over the life cycle, where life satisfaction decreases for less-educated people.",0
49," This study summarizes a theory of the origin of the current world economic crisis and the role of fiscal policy in mitigating its effect. The perspective is dynamic stochastic general equilibrium analysis. Overall, the model analysis suggests a strong case for fiscal policy if the monetary authority is unable/unwilling to close the output gap. This remains the case, even when explicitly taking into account public debt dynamics.",0
50," To address concerns about the sustainability of public debt, most industrialized countries shifted towards fiscal austerity after 2010. A popular concern is that austerity is self-defeating, because fiscal multipliers can be large. Specifically, a number of recent studies find that multipliers tend to be large during financial crises and/or if monetary policy is constrained by the zero lower bound. However, public debt crises tend to have an offsetting effect by making multipliers smaller than during normal times. Consequently, while austerity is no cure for all, it is unlikely to be literally self-defeating when sovereign risk is high.",0
51," The article reviews the debate on government spending multiplier and provides a detailed discussion of the underlying economic mechanisms, focusing on the role of the state of the business cycle and the monetary policy reaction. Special emphasis is on the effects of fiscal policy within a currency union and its implications for the euro crisis.",0
52,"mpirical studies of household saving remain inconclusive about the role of bequest motives. This may be due to the diluting effect of different tax regimes across countries and time on estimates of bequest motives. Relative to market-based economies, the former German Democratic Republic can be viewed as an experimental institutional setting where life-insurance demand was not influenced by tax considerations. This allows isolating bequest motives from other life-cycle and precautionary savings motives. Analyzing the demand for life insurance, we find a significantly higher ownership probability among households with children and a high regard for the family, confirming bequest motives in life-insurance demand.",0
53," Academic careers in Germany have been under debate for a while. We conduct a survey among postdocs in Germany to analyze the perceptions and attitudes of postdocs regarding their research incentives, their working conditions, and their career prospects. We conceptualize the career prospects of a postdoc in a life-cycle perspective of transitions from academic training to academic or non-academic jobs. Only about half of the postdocs sees strong incentives for academic research, but there is quite a strong confidence to succeed in an academic career. Furthermore, postdocs who attended a PhD program show better career prospects and higher research incentives compared to others. Academic career prospects and motivation are strongest for assistant professors. Apart from this small group, however, postdocs report only a small impact of the university reforms of the last decade. Female postdocs show significantly higher research incentives but otherwise we find little gender differences. Finally, good prospects in non-academic jobs are not associated with a reduction in the motivation for research.",0
54," Using a recursive empirical model of the real interest rate, GDP growth and the primary government deficit in the United States, I solve for the ergodic distribution of the debt/GDP ratio. If such a distribution exists, the government is satisfying its intertemporal budget constraint. One key finding is that historical fiscal policy would bring the current high-debt ratio back to its normal level of 0.35 over the coming decade. Forecasts of continuing increases in the ratio over the decade make the implicit assumption that fiscal policy has shifted dramatically. In the variant of the model that matches the forecast, the government would not satisfy its intertemporal budget constraint if the policy was permanent. The willingness of investors to hold US government debt implies a belief that the high-deficit policy is transitory.",0
55," This study seeks to understand the interplay between banks, bank regulation, sovereign default risk and central bank guarantees in a monetary union. I assume that banks can use sovereign bonds for repurchase agreements with a common central bank, and that their sovereign partially backs up any losses should the banks not be able to repurchase the bonds. I argue that regulators in risky countries have an incentive to allow their banks to hold home risky bonds and risk defaults, whereas regulators in other ‘safe’ countries will impose tighter regulation. As a result, governments in risky countries get to borrow more cheaply, effectively shifting the risk of some of the potential sovereign default losses on the common central bank.",0
56," Modernized Austrian capital theory implies: in capital market equilibrium without public debt the average period of production equals the average waiting period of households. In the twenty-first century and for the OECD plus China area, demographic and production parameters are such that capital market equilibrium implies a negative real rate of interest. Price stability implies a non-negative real rate of interest. Prosperity requires capital market equilibrium. Thus, positive public debt is required for price stability under conditions of prosperity. Some conclusions are drawn for actual international macropolicy.",0
57," The positions of British and German economists on public debt in the long nineteenth century differed substantially from each other. Whereas British classical economists regarded any public debt as ruinous for the country, German economists promoted debt accumulation for productivity-enhancing public investment and current outlays with benefits for future fiscal years. This article summarizes the positions of the most prominent British economists before 1850, David Hume, Adam Smith, David Ricardo, Thomas R. Malthus and John Stuart Mill, and deals more extensively with those of their German colleagues Carl Dietzel, Lorenz von Stein and Adolph Wagner after 1855.",0
