Unnamed: 0,abstract,top_journal
14,"We use event study approach examine economic consequences hospital admissions adults two datasets : survey data Health Retirement Study , hospitalization data linked credit reports . For non-elderly adults health insurance , hospital admissions increase out-of-pocket medical spending , unpaid medical bills , bankruptcy , reduce earnings , income , access credit , consumer borrowing . The earnings decline substantial compared out-of-pocket spending increase , minimally insured prior age-eligibility Social Security Retirement Income . Relative insured non-elderly , uninsured non-elderly experience much larger increases unpaid medical bills bankruptcy rates following hospital admission . Hospital admissions trigger fewer 5 percent bankruptcies sample .",1
15,"This paper examines relationship destination exports input prices paid firms , using detailed customs firm-product-level data Portugal . Both ordinary least squares regressions instrumental-variable strategy using exchange-rate movements ( interacted indicators initial exports ) source variation destinations indicate exporting richer countries leads firms pay higher prices inputs , things equal . The results supportive call income-based quality-choice channel : selling richer destinations leads firms raise average quality goods produce purchase higher-quality inputs .",1
16,"This paper estimates incidence corporate taxes wages using 20-year panel German municipalities exploiting 6,800 tax changes identification . Using event study designs difference-in-differences models , find workers bear one-half total tax burden . Administrative linked employer-employee data allow us estimate heterogeneous firm worker effects . Our findings highlight importance labor market institutions profit-shifting opportunities incidence corporate taxes wages . Moreover , show low-skilled , young , female employees bear larger share tax burden . This important distributive implications .",1
17,"This paper studies lying . An agent randomly picks number known distribution . She report number receive monetary payoff based report . The paper presents model lying costs generates hypotheses regarding behavior . In experiment , find highest fraction lies reporting maximal outcome , participants make maximal lie . More participants lie partially experimenter observe outcomes experimenter verify observed outcome . Partial lying increases prior probability highest outcome decreases .",1
18,"We present novel empirical benchmark analyzing credit risk using `` pseudo firms '' purchase traded assets financed equity zero-coupon bonds . By no-arbitrage , pseudo bonds equivalent Treasuries minus put options pseudo firm assets . Empirically , like corporate spreads , pseudo bond spreads large , countercyclical , predict lower economic growth . Using framework , find bond market illiquidity , investors ' overestimation default risks , corporate frictions seem explain excessive observed credit spreads , instead , risk premium tail idiosyncratic asset risks primary determinant corporate spreads .",1
19,"Alphabetical name order norm joint publications economics . However , alphabetical order confers greater benefits first author . In two-author model , introduce study certified random order : uniform randomization names made universally known commonly understood symbol . Certified random order ( ) distributes gain first authorship evenly alphabet ; ( ii ) allows either author signal contributions extremely unequal ; ( iii ) invade environment alphabetical order dominant ; ( iv ) robust deviations ; ( v ) may ex ante efficient alphabetical order ; ( vi ) complex existing alphabetical system modified occasional reversal name order .",1
20,"Using new cross-country survey experimental data , investigate beliefs intergenerational mobility affect preferences redistribution France , Italy , Sweden , United Kingdom , United States . Americans optimistic Europeans social mobility . Our randomized treatment shows pessimistic information mobility increases support redistribution , mostly `` equality opportunity '' policies . We find strong political polarization . Left-wing respondents pessimistic mobility : preferences redistribution correlated mobility perceptions ; support redistribution seeing pessimistic information . None true right-wing respondents , possibly see government `` problem '' `` solution '' .",1
21,"Ausubel ( 2004 ) introduces new ascending-bid auction rule multiple homogeneous objects , called Ausubel auction , dynamic counterpart Vickrey auction . He claims Ausubel auction private values , sincere bidding bidders ex post perfect equilibrium . However , show claim hold general providing counterexample . We modify Ausubel auction sincere bidding bidders ex post perfect equilibrium .",1
22,"In comment , Okamoto ( 2018 ) identifies corrects misspecification rationing rule Ausubel ( 2004 ) . This reply elaborates observation optimality truthful bidding dynamic auctions may sensitive fine details rationing rule . It discusses wider role sequential bid processing restoring truthful bidding .",1
23,"A data buyer faces decision problem uncertainty . He augment initial private information supplemental data data seller . His willingness pay supplemental data determined quality initial private information . The data seller optimally offers menu statistical experiments . We establish properties revenue-maximizing menu experiments must satisfy . Every experiment non-dispersed stochastic matrix , every menu contains fully informative experiment . In cases binary states actions , binary types , provide explicit construction optimal menu experiments .",1
24,"This paper studies impact unemployment insurance ( UI ) housing market . Exploiting heterogeneity UI generosity across US states time , find UI helps unemployed avoid mortgage default . We estimate UI expansions Great Recession prevented 1.3 million foreclosures insulated home values labor market shocks . The results suggest policies make mortgages affordable reduce foreclosures even borrowers severely underwater . An optimal UI policy housing downturns would weigh , among benefits costs , deadweight losses avoided preventing mortgage defaults .",1
25,"This paper investigates role individual firms international business-cycle comovement using data covering universe French firm-level value added international linkages period 1993 ? 2007 . At micro level , trade multinational linkages particular foreign country associated significantly higher correlation firm foreign country . The impact direct linkages comovement micro level significant macro implications . Without linkages correlation France foreign countries would fall 0.098 , one-third observed average correlation 0.291 sample partner countries .",1
26,"A quantitative model brings together theories linking international trade quality , technology , demand skills . Standard effects trade importers exporters magnified domestic input linkages . We estimate model data Colombian manufacturing firms 1991 trade liberalization . A counterfactual trade liberalization broadly consistent post-liberalization data . It increases skill intensity 12 16 percent , decreasing sales . Imported inputs , estimated higher quality , domestic input linkages quantitatively important . Economies scale , export expansion , reallocation production small explain post-liberalization data .",1
27,"We analyze bidding data uniform price auctions US Treasury bills notes July 2009 October 2013 . Primary dealers consistently bid higher yields compared direct indirect bidders . We estimate structural model bidding takes account informational asymmetries introduced bidding system employed US Treasury . While primary dealers ' estimated willingness-to-pay higher direct indirect bidders ' , ability bid-shade even higher , leading higher yield/lower price bids . Total bidder surplus averaged three basis points across sample period along efficiency losses around two basis points .",1
28,"This paper builds new internationally comparable database hours worked measure hours vary income across within countries . We document average hours worked per adult substantially higher low-income countries high-income countries . The pattern decreasing hours aggregate income holds men women , adults ages education levels , along extensive intensive margin . Within countries , hours worked per worker also decreasing individual wage countries , though richest countries , hours worked flat increasing wage . One implication findings aggregate productivity welfare differences across countries larger currently thought .",1
29,Coordinated single-offer school assignment systems popular education reform . We show uncoordinated offers NYC 's school assignment mechanism generated mismatches . One-third applicants unassigned main round later administratively placed less desirable schools . We evaluate effects new coordinated mechanism based deferred acceptance using estimated student preferences . The new mechanism achieves 80 percent possible gains no-choice neighborhood extreme utilitarian benchmark . Coordinating offers dominates effects algorithm modifications . Students likely previously administratively assigned experienced largest gains welfare subsequent achievement .,1
30,"A new basis international poverty measurement proposed based linear programming specifying least cost diet explicit budgeting nonfood spending . This approach superior World Bank 's $ 1-a-day line ( ) clearly related survival well ; ( ii ) comparable across time space since nutritional requirements used everywhere nonfood spending tailored climate ; ( iii ) adjusts consumption patterns local prices ; ( iv ) presents index number problems since solutions always local prices ; ( v ) requires readily available information . The new approach implies much poverty World Bank 's , especially Asia .",1
31,"We employ discrete choice experiment employment process national call center estimate willingness pay distribution alternative work arrangements relative traditional office positions . Most workers willing pay scheduling flexibility , though tail workers high valuations allows sizable compensating differentials . The average worker willing give 20 percent wages avoid schedule set employer short notice , 8 percent option work home . We also document many job-seekers inattentive , account estimation .",1
32,"Providing information contributions public goods known generate contributions . However , often impossible provide verifiable information contributions . Through large-scale field experiment series laboratory experiments , I show nonbinding announcements support public good encourage others contribute , even actual contributions might made . Providing way easily announce support charity increases donations $ 865 per workplace fundraising campaign ( 16 percent average giving ) . I discuss implications understanding prosocial behavior organizations aiming increase contributions public goods .",1
33,"We study cross-country risk sharing second-best problem members currency union using open economy model nominal rigidities provide two key results . First , show financial markets incomplete , value gaining access given level aggregate risk sharing greater countries members currency union . Second , show even financial markets complete , privately optimal risk sharing constrained inefficient . A role emerges government intervention risk sharing guarantee existence influence operation . The constrained efficient risk-sharing arrangement implemented contingent transfers within fiscal union . We find benefits fiscal union larger , asymmetric shocks affecting members currency union , persistent shocks , less open member economies . Finally , compare performance fiscal unions macroeconomic stabilization instruments available currency unions capital controls , government spending , fiscal deficits , redistribution .",1
34,"We show well-behaved demand function represented `` demand manifold , '' smooth curve relates elasticity convexity demand . This manifold sufficient statistic many comparative statics questions ; leads naturally characterizations new families demand functions nest used applied economics ; connects assumptions demand structure firm behavior economic performance . In particular , demand manifold leads new insights industry adjustment heterogeneous firms , empirically estimated provide quantitative framework measuring effects globalization .",1
35,"We document Survey Income Program Participation covering period 1990 ? 2013 surprisingly large share workers return previous employer jobless spell , experience different unemployment employment outcomes job switchers . The probability recall much less procyclical volatile probability finding new employer . We add quantitative , otherwise canonical , search-and-matching model labor market recall option , activated freely following aggregate job-specific productivity shocks . Recall search effort significantly amplify cyclical volatility new job-finding separation probabilities .",1
36,"We study effect wealth labor supply using randomized assignment monetary prizes large sample Swedish lottery players . Winning lottery prize modestly reduces earnings , reduction immediate , persistent , quite similar age , education , sex . A calibrated dynamic model implies lifetime marginal propensities earn unearned income -0.17 age 20 -0.04 age 60 , labor supply elasticities lower range previously reported estimates . The earnings response stronger winners spouses , inconsistent unitary household labor supply models .",1
37,"A strategy obviously dominant , deviation , information set strategies first diverge , best outcome deviation better worst outcome dominant strategy . A mechanism obviously strategy-proof ( OSP ) equilibrium obviously dominant strategies . This behavioral interpretation : strategy obviously dominant cognitively limited agent recognize weakly dominant . It also classical interpretation : choice rule OSP-implementable carried social planner particular regime partial commitment .",1
38,"Do single women avoid career-enhancing actions actions signal undesirable traits , like ambition , marriage market ? While married unmarried female MBA students perform similarly performance unobserved classmates ( exams problem sets ) , unmarried women lower participation grades . In field experiment , single female students reported lower desired salaries willingness travel work long hours real-stakes placement questionnaire expected classmates see preferences . Other groups ' responses unaffected peer observability . A second experiment indicates effects driven observability single male peers .",1
39,"Most assets traded multiple interconnected trading venues . This paper develops equilibrium model decentralized markets accommodates general market structures coexisting exchanges . Decentralized markets allocate risk among traders different risk preferences efficiently , thus realizing gains trade reproduced centralized markets . Market decentralization always increases price impact . Yet , markets assets traded multiple exchanges , whether disjoint intermediated , give higher welfare centralized market traders assets . In decentralized markets , demand substitutability across assets endogenous heterogeneous among traders .",1
40,"A seller designs mechanism sell single object potential buyer whose private type incomplete information valuation . The seller disclose additional information buyer valuation without observing realization . In discrete-type continuous-type settings , show discriminatory disclosure ? releasing different amounts additional information different buyer types ? dominates full disclosure terms seller revenue . An implication orthogonal decomposition technique , important tool dynamic mechanism design , generally invalid information disclosure part design .",1
41,"Did financial crisis 2007 ? 2008 spread distressed banks households contraction credit supply ? We study question dataset contains observations accounts Danish banks well comprehensive information individual account holders banks . We document banks exposed financial crisis reduced lending relative nonexposed banks , turn caused significant decrease borrowing spending customers . The effects persistent : borrowing remained lower postcrisis years spending foregone crisis recovered .",1
42,"Rising home values also raise cost living , offsetting impact consumption . However , additional home equity collateral loosen borrowing constraints , increasing spending households value current endowment housing highly . I use geographically linked microdata exploit regional heterogeneity housing markets identify causal effect house price fluctuations consumer spending . A $ 1 increase home values leads $ 0.047 increase spending homeowners , negligible response renters . Results reflect large responses among credit constrained households , suggesting looser borrowing constraints primary driver MPC housing wealth .",1
43,"We build hybrid model aggregate labor market features standard labor supply forces frictions order study cyclical properties gross worker flows across three labor market states : employment , unemployment , nonparticipation . Our parsimonious model able capture key features cyclical movements gross worker flows . Despite fact wage per efficiency unit constant time , intertemporal substitution plays important role shaping fluctuations participation rate .",1
44,"We study impact large exchange rate devaluations cost living different points income distribution . Poor households spend relatively tradeable product categories consume lower-priced varieties within categories . Changes relative price tradeables lower-priced varieties affect cost living low-income relative high-income households . We quantify effects following 1994 Mexican devaluation show large distributional consequences . Two years post-devaluation , cost living bottom income decile rose 1.48 1.62 times top income decile .",1
45,"Many organizations budgets expire end fiscal year may face incentives rush spend resources low-quality projects year 's end . We test predictions using data procurement spending US federal government . Spending last week year 4.9 times higher rest-of-the-year weekly average , year-end information technology projects substantially lower quality ratings . We also analyze gains allowing agencies roll unused funds next fiscal year .",1
46,"Exploiting variation timing resets adjustable-rate mortgages ( ARMs ) , find sizable decline mortgage payments ( 50 percent ) induces significant increase car purchases ( 35 percent ) . This effect attenuated voluntary deleveraging . Borrowers lower incomes housing wealth significantly higher marginal propensity consume . Areas larger share ARMs responsive lower interest rates saw relative decline defaults increase house prices , car purchases , employment . Household balance sheets mortgage contract rigidity important monetary policy pass-through .",1
47,"A decision maker doubts stationarity environment . In response , uses two models , one time-varying parameters , another constant parameters . Forecasts based Bayesian model averaging strategy , mixes forecasts two models . In reality , structural parameters constant , ( unknown ) true model features expectational feedback , reduced-form models neglect . This feedback permits fears parameter instability become self-confirming . Within context standard asset-pricing model , use tools large deviations theory show even though constant parameter model would converge rational expectations equilibrium considered isolation , mere presence unstable alternative drives consideration .",1
48,"Researchers measure crowd-out around one level charity output identify whether giving motivated altruism and/or warm-glow . However , crowd-out depends output , implying first power reject pure altruism varies , second single measurement incomplete crowd-out rationalized many different preferences . By instead measuring crowd-out different output levels , allow identification novel direct test impure altruism . Using new experimental design , present first empirical evidence , consistent impure altruism , crowd-out decreases output .",1
49,"This paper models optimal search strategies unemployed across space characterize local labor markets . Our methodology allows linkages numerous areas , preserving tractability . We estimate labor markets quite local , attractiveness jobs applicants sharply decays distance . Also , workers discouraged searching areas strong competition job-seekers . However , labor markets overlap , local stimulus transport improvements modest effects local outcomes , ripple effects job applications dilute impact across series overlapping markets .",1
50,"We study evolution trade liberalization 's effects Brazilian local labor markets . Regions facing larger tariff cuts experienced prolonged declines formal sector employment earnings relative regions . The impact tariff changes regional earnings 20 years liberalization three times effect 10 years . These increasing effects regional earnings inconsistent conventional spatial equilibrium models , predict declining effects due spatial arbitrage . We investigate potential mechanisms , finding empirical support mechanism involving imperfect interregional labor mobility dynamics labor demand , driven slow capital adjustment agglomeration economies . This mechanism gradually amplifies effects liberalization , explaining slow adjustment path regional earnings quantitatively accounting magnitude long-run effects .",1
51,"Common views hold efficient way limit warming chosen level price carbon emissions rate increases exponentially . We show Hotelling tax carbon emissions actually inefficient . The least-cost policy path takes advantage climate system 's inertia delay reducing emissions allow greater cumulative emissions . The efficient carbon tax follows inverse-U-shaped path grows slowly Hotelling tax . Economic models assume exponentially increasing carbon taxes overestimating cost limiting warming , overestimating efficient near-term carbon tax , overvaluing technologies mature sooner .",1
52,"The demand air quality depends health impacts defensive investments , little research assesses empirical importance defenses . A rich quasi-experiment suggests Nitrogen Oxides ( NOx ) Budget Program ( NBP ) , cap-and-trade market , decreased NOx emissions , ambient ozone concentrations , pharmaceutical expenditures , mortality rates . The annual reductions pharmaceutical purchases , key defensive investment , mortality valued $ 800 million $ 1.3 billion , respectively , suggesting defenses one-third willingness-to-pay reductions NOx emissions . Further , estimates indicate NBP 's benefits easily exceed costs NOx reductions substantial benefits .",1
53,"We consider class dynamic collective action problems either single principal two competing principals vie support members group . We focus dynamic problem emerges agents negotiate commit support principals sequentially . We show competition reduces agents ' welfare public goods , positive externalities uncommitted agents , increases agents ' welfare public bads . We apply model study corporate takeovers , vote buying , exclusive deals .",1
54,"We demonstrate importance politician social networks electoral outcomes . Using large-scale data family networks 20 million individuals 15,000 villages Philippines , show candidates public office disproportionately drawn central families family network centrality contributes higher vote shares elections . Consistent theory political intermediation , present evidence family network centrality facilitates relationships political exchange . Moreover , show family networks exercise effect independent wealth , historical elite status , previous electoral success .",1
55,"I model equilibrium risk sharing countries varying financial development . The financially developed country takes greater risks financial intermediaries deal funding problems better . In good times , financially developed country consumes runs trade deficit financed higher financial income earns compensation taking greater risk . During global crises , suffers heavier losses . Its currency emerges reserve currency appreciates crises , thus providing good hedge . I provide evidence financial net worth plays crucial role understanding asymmetric risk sharing .",1
56,"This paper examines aftermath postwar financial crises advanced countries . We construct new semiannual series financial distress 24 OECD countries period 1967-2012 . The series based assessments health countries ' financial systems consistent , real-time narrative source , classifies financial distress relatively fine scale . We find average decline output following financial crisis statistically significant persistent , moderate size . More important , find average decline sensitive specification sample , aftermath crises highly variable across major episodes . A simple forecasting exercise suggests one important driver variation severity persistence financial distress . At time , find little evidence nonlinearities relationship financial distress aftermaths crises .",1
57,"We estimate causal effect sovereign default equity returns Argentine firms . We identify effect exploiting changes probability Argentine sovereign default induced legal rulings case NML Capital , Ltd. v. Republic Argentina . We find 10 percent increase probability default causes 6 percent decline value Argentine equities 1 percent depreciation measure exchange rate . We examine channels sovereign default may affect economy .",1
58,"We extend search theory multiple indivisible units perfectly divisible assets , solving respectively induction recursion . Buyer demands prices random , seller partially exercise orders . With divisible assets , Bellman value function increasing strictly concave , optimal reservation price falls position , reflecting increasing holding costs ( opportunity cost delaying optionality inframarginal units ) . The marginal value exists , strictly convex falling purchase cap density . Our model amenable price-quantity bargaining ; e.g. , greater buyer bargaining power tantamount greater search frictions .",1
59,"This paper shows employment cohorts US firms strongly influenced aggregate conditions time entry . Employment fluctuations startups procyclical , persist later years , cohort-level employment variations largely driven differences firm size , rather number firms . An estimated general equilibrium firm dynamics model reveals aggregate conditions birth , rather post-entry choices , drive majority cohort-level employment variation affecting share startups high growth potential . In aggregate , changes startup conditions result large , slow-moving fluctuations employment .",1
60,"Two identical firms start exporting different months , one January December , report dramatically different exports first calendar year . This partial-year effect biases first-year export levels biases first-year export growth rates . For Peruvian exporters , partial-year bias large : first-year export levels understated 54 percent first-year growth rate overstated 112 percentage points . Correcting partial-year effect dramatically reduces first-year export growth rates , raises initial export levels , almost doubles contribution net firm entry exit overall export growth .",1
61,"Coibion , Gorodnichenko , Hong ( 2015 ) argue CPI underestimates deceleration consumer prices economic downturns index fails account reallocation consumer spending high-price low-price stores . We show conclusion hinges nonstandard methodological choices , including aggressive censoring price adjustments treatment missing observations leave price variation . Under preferred methodology , regression results longer indicate greater store switching downturns statistically economically significant phenomenon .",1
62,Kurmann Otrok ( 2013 ) establish effects economic activity news future productivity growth similar effects unexpected changes slope yield curve . This comment shows results become substantially weaker light recent update utilization-adjusted total factor productivity series produced Fernald ( 2014 ) .,1
63,"This reply Cascaldi-Garcia 's ( 2017 ) comment argues using original code Kurmann Otrok ( 2013 ) new data utilization-adjusted TFP , Cascaldi-Garcia ( 2017 ) confounds positive negative news shocks . With small modification code -- news shock signed positive -- obtain news shock responses consistent Sims ( 2016 ) Kurmann Sims ( 2017 ) largely reestablish results Kurmann Otrok ( 2013 ) .",1
64,"We investigate empirical relationship ethnicity culture , defined vector traits reflecting norms , values , attitudes . Using survey data 76 countries , find ethnic identity significant predictor cultural values , yet within-group variation culture trumps between-group variation . Thus , contrast commonly held view , ethnic cultural diversity unrelated . Although small portion country 's overall cultural heterogeneity occurs groups , find various political economy outcomes ( civil conflict public goods provision ) worsen greater overlap ethnicity culture .",1
65,"We develop quantifiable multi-country sourcing model firms self-select importing based productivity country-specific variables . In contrast canonical export models firm profits additively separable across destination markets , global sourcing decisions naturally interact firm 's cost function . We show , empirically relevant condition , selection importing exhibits complementarities across source markets . We exploit complementarities solve firm 's problem estimate model . Comparing counterfactual predictions reduced-form evidence highlights importance interdependencies firms ' sourcing decisions across markets , generate heterogeneous domestic sourcing responses trade shocks .",1
66,"We measure persuasive effects slanted news tastes like-minded news , exploiting cable channel positions exogenous shifters cable news viewership . Channel positions correlate demographics predict viewership voting , local satellite viewership . We estimate Fox News increases Republican vote shares 0.3 points among viewers induced watching 2.5 additional minutes per week variation position . We estimate model voters select watching slanted news , whose ideologies evolve result . We use model assess growth time Fox News influence , quantitatively assess media-driven polarization , simulate alternative ideological slanting news channels .",1
67,"Child stunting India exceeds poorer regions like sub-Saharan Africa . Data 168,000 children show , relative Africa , India 's height disadvantage increases sharply birth order . We posit India 's steep birth order gradient due favoritism toward eldest sons , affects parents ' fertility decisions resource allocation across children . We show , within India , gradient steeper high-son-preference regions religions . The gradient also varies sibling gender predicted . A back-of-the-envelope calculation suggests India 's steeper birth order gradient explain one-half India-Africa gap average child height .",1
68,"To generate big responses unemployment productivity changes , researchers reconfigured matching models various ways : elevating utility leisure , making wages sticky , assuming alternating-offer wage bargaining , introducing costly acquisition credit , assuming fixed matching costs , positing government-mandated unemployment compensation layoff costs . All redesigned matching models increase responses unemployment movements productivity diminishing fundamental surplus fraction , upper bound fraction job 's output invisible hand allocate vacancy creation . Business cycles welfare state dynamics entire class reconfigured matching models operate common channel .",1
69,"Several agents privately known social values compete prize . The prize allocated based claims agents , winner subject limited penalty makes false claim . If number agents large , optimal mechanism places agents threshold onto shortlist along fraction agents threshold , allocates prize random agent shortlist . When number agents small , optimal mechanism allocates prize agent makes highest claim , restricts range claims .",1
70,"We study relational contracts mitigate Becker 's classic problem providing general human capital training contracts incomplete . The firm 's profit-maximizing agreement multiperiod apprenticeship novice trained gradually time eventually receives knowledge . The firm adopts 1/e rule , whereby beginning relationship novice trained , free , enough produce fraction 1/e efficient output . After , novice earns additional knowledge labor . This rule causes inefficiently lengthy relationships grow longer patient players . A minimum wage welfare enhancing .",1
71,"We examine impact policy uncertainty trade , prices , real income firm entry investments general equilibrium . We estimate quantify impact trade policy China 's export boom United States following 2001 WTO accession . We find accession reduced US threat trade war , account one-third export growth period 2000-2005 . Reduced policy uncertainty lowered US prices increased consumers ' income equivalent 13-percentage-point permanent tariff decrease . These findings provide evidence large effects policy uncertainty economic activity importance agreements reducing .",1
72,"We examine effects trade liberalization China evolution markups productivity manufacturing firms . Although dimensions performance separately identified firm output measured revenue , detailed price deflators make possible estimate average effect tariff reductions . Several novel findings emerge . First , cuts output tariffs reduce markups , raise productivity . Second , pro-competitive effects important among incumbents , efficiency gains dominate new entrants . Third , cuts input tariffs raise markups productivity . We highlight mechanisms explain findings Chinese context .",1
73,"The 1870-1913 period marked birth first era trade globalization . How tremendous increase trade affect economic development ? This work isolates causality channel exploiting fact introduction steamship shipping industry produced asymmetric change trade distances among countries . Before invention , trade routes depended wind patterns . The steamship reduced shipping costs time disproportionate manner across countries trade routes . Using source variation novel data shipping , trade , development , I find ( ) adoption steamship major impact patterns trade worldwide ; ( ii ) small number countries , characterized inclusive institutions , benefited trade integration ; ( iii ) globalization major driver economic divergence rich poor portions world years 1850-1900 .",1
74,"Online college courses rapidly expanding feature higher education , yet little research identifies effects relative traditional in-person classes . Using instrumental variables approach , find taking course online , instead in-person , reduces student success progress college . Grades lower course taken online future courses . Students less likely remain enrolled university . These estimates local average treatment effects students access online in-person options ; students , online classes may option accessing college-level courses .",1
75,"We construct model household decision-making agents consume private public good , interpreted children 's welfare . Children 's utility depends human capital , depends time parents spend parents ' human capital . We first show returns human capital increase , couples top income distribution spend time children . This turn reinforce assortative matching , sense precisely define . We embed model transferable utility matching framework random preferences , la Choo Siow ( 2006 ) , estimate using US marriage data individuals born 1943 1972 . We find preference partners education significantly increased white individuals , particularly highly educated . We find evidence increase black individuals . Moreover , line theoretical predictions , find `` marital college-plus premium '' increased women men .",1
76,"In field experiment retail chain ( 1,300 employees , 193 shops ) , randomly selected sales teams received bonus . The bonus increases sales number customers dealt 3 percent . Each dollar spent bonus generates $ 3.80 sales , $ 2.10 profit . Wages increase 2.2 percent inequality rises moderately . The analysis suggests effort complementarities important , effectiveness peer pressure overcoming free-riding limited . After rolling bonus treatment , control shops ' performance converge , suggesting long-term stability treatment effect .",1
