Unnamed: 0,abstract,top_journal
10,"We study subjects experiment use different forms public information opponents ' past behavior . In absence public information , subjects appear use rather detailed statistics summarizing private experiences . If additional public information , make use information even less precise private statistics ? except high stakes . Making public information precise two consequences : It also used stakes high reduces number subjects ignore information ? public private . That , precise public information crowds use information . Finally , results shed light unraveling centipede games . ( This abstract borrowed another version item . )",0
11,"In paper study optimal choices self-selection politics commitment office part citizens heterogeneous abilities heterogeneous motivations . Politicians moonlight , i.e. , work market sector appointed parliament . Our theoretical framework shows high-ability citizens may enter politics . Yet high-ability non-motivated ( market-fit ) politicians likely shirk , high-ability motivated ( public-fit ) ones committed parliamentary activity . We test predictions using unique database Italian parliamentarians period 1996-2006 . We find evidence advantageous selection market-fit public-fit politicians display pre-election income greater Italian population . We also show commitment market-fit parliamentarians terms voting attendance negatively affected income opportunities , whilst case public-fit ones . ( This abstract borrowed another version item . )",0
12,"This paper studies influence interregional inequality within countries internal con-flicts . Regional inequalities measured population-weighted coefficient variation regional GDP per capita . As main innovation , I use panel data set country-level re- gional inequalities , covers 56 countries ( 835 subnational regions ) 1980 2009 . I also consider broader cross-section data set year 2005 , covers 110 countries ( 1569 subnational regions ) . Conflict measured incidence civil war ( UCDP/PRIO data ) risk measure internal conflict ( war , terrorism , riots ) provided PRS Groupâ??s International Country Risk Guide . Logit estimations employed well OLS fixed effects panel regressions . I find regional inequalities increase risk internal conflict . ( This abstract borrowed another version item . )",0
13,"To counteract financial pressure emerging aging societies , statutory pay-as-you-go pension schemes undergoing fundamental reforms many Western countries . Starting cohort 1937 , Germany introduced permanent pension deductions early retirement . This paper examines evolution profitability pension contributions background reform cohorts 1935-1945 . I measure profitability internal rate return ( IRR ) use high quality administrative data . For men IRR declines 2.4 % 1.2 % women 5.2 % 3.7 % . The results suggest deductions introduced reform cause part trend . The majority trend , 75 % -80 % , caused increased pension contributions . ( This abstract borrowed another version item . )",0
14,"In 2009 new law German debt brakes passed : state governments allowed run structural deficits 2020 . Consolidation strategies initiated today influence state comply debt brake 2020 . We describe extent government ideology predicts state governments consolidate budgets fiscal adjustment path choose . Attitudes towards budget consolidation , expressed politiciansâ?? words public debate , differed among parties . Anecdotal evidence descriptive statistics indicate leftwing governments ran average higher structural deficits rightwing governments 2010 2014 . Primary deficits , however , hardly differed leftwing rightwing governments . Revenues federal taxes much higher expected facilitated budget consolidation . Leftwing governments need run deficits design generous budgets . It conceivable parties confirmed identity using expressive rhetoric , responded shifts public opinion financial crisis pursued sustainable fiscal policies office . ( This abstract borrowed another version item . )",0
15,"In study , I provide evidence educational achievement second-generation immigrants German-speaking Switzerland greater Germany . The impact first-generation immigrantsâ?? destination decision offspringâ??s educational achievement seems much important recognized existing literature . I identify test score gap students explained differences individual family characteristics . Moreover , I show gap evolves test score distribution least favorably-endowed students fare . My results suggest educational system Switzerland , relative German system , enhances performance immigrantsâ?? children substantially . This disparity largest conditioning language spoken home , prevails even comparing students whose parents migrated country origin . ( This abstract borrowed another version item . )",0
16,The paper estimates NAIRU Phillips curve relationship state-space framework . To identify inflation-unemployment trade-off account time-varying inflation trend control part inflation affected cyclical component unemployment . In addition use shifts relative volatility shocks unemployment inflation address simultaneity problem Phillips curve estimations . Applying method Rigobon Sack ( 2003 ) allows data driven identification contemporaneous coefficients unemployment gap Phillips curve yields precise estimates structural coefficients Phillips curve . This tightens economic relation basis NAIRU derived . ( This abstract borrowed another version item . ),0
17,"Victimization poorly studied topic economic research . This paper considers economic factors victimization using individual data . It tests rational-choice-based hypothesis attractive poorly guarded targets facing higher risk victimization . The used dataset also covers criminal activities individual offending behavior studied endogenous driver victimization . Econometric results confirm criminal background one major reasons victimization . In line rational choice behavior offenders , victimization also associated job holder schooling . Moreover , large peer groups increase risk victimization , whereas married healthy people significantly lower risk becoming crime victim .",0
18,"This article studies effects tax competition provision public goods business risk partial irreversibility investment . As shown , provision public goods changes time also depends business cycle . In particular , source-based taxation , short term , public goods optimally provided downturn . The converse true recovery : case , underprovided . In long term , however , tax competition affect capital accumulation . This means provision public goods unaffected taxation .",0
19,"With direct incentives sanctions common instruments fight tax evasion , theoretical literature tended overlook indirect schemes , itemised deductions , one agent 's behaviour affects likelihood others declare revenue . Itemised deductions provide incentive consumers declare purchases . This induces partial shift demand black market legal one , consumers need transaction receipt enjoy tax deduction . I show possible increase tax proceeds choosing suitable level itemised deduction , , level taxation . Indeed , cost tax authority consumers ' side compensated extra proceeds generated sellers ' side .",0
20,"During episodes increased global risk aversion , risk-off episodes , safe currencies Swiss franc tend appreciate . The immediate impact risk-off shock increase net private inflows Switzerland , mostly driven reduction Swiss residents? net purchases foreign debt securities reduced foreign exposure Swiss banks . Given bulk capital movements related risk-off episodes driven decisions Swiss residents , capital flow management policies discriminate based residency investor ( capital controls ) likely effective reducing impact risk-off episodes . However , prudential policies limit leveraging foreign exposure Swiss banks may diminish volatility capital flows risk-off episodes .",0
21,"This paper analyzes impact migration destination-country corruption levels . Capitalizing comprehensive dataset consisting annual immigration stocks OECD countries 207 countries origin period 1984?2008 , explore different channels corruption might migrate . We employ different estimation methods using fixed effects Tobit regressions order validate findings . Moreover , also address issue endogeneity using Difference-Generalized Method Moments estimator . Independent econometric methodology , consistently find general migration insignificant effect destination country 's corruption level , immigration corruption-ridden origin countries boosts corruption destination country . Our findings provide profound understanding socioeconomic implications associated migration flows .",0
22,"The model Mehra Prescott ( 1985 , J. Econometrics , 22 , 145?161 ) implies reasonable coefficients risk-aversion economic agents explain equity risk premium generated financial markets . This discrepancy hitherto regarded major financial puzzle . We propose alternative model explain equity premium . For normally distributed returns returns far away normality ( still light tailed ) , realistic equity risk premia imply puzzlingly high risk aversions . Following approach , ?equity premium puzzle? exist . We also consider fat-tailed return distributions show Pareto tails incompatible constant relative risk aversion .",0
23,"This contribution empirically analyzes individual determinants tax rate preferences . For purpose , use representative survey data German General Social Survey , offers information attitudes toward progressive , proportional regressive taxation . On basis theoretical considerations , explore factors , beyond individual 's financial interest , drive preferences progressive taxation . Our empirical results confirm narrow redistributive self-interest offer sole explanation heterogeneity individual attitudes . Rather , show choice favored tax rate also driven fairness considerations beliefs role effort economic success .",0
24,"Language strong robust determinant international trade patterns : Countries sharing common language trade significantly countries using different languages , holding factors constant . In article present first analysis effect language trade intra-national context . Analyzing unique data single-language country , Germany , find similarities local dialect significantly positive impact regional trade . We interpret finding evidence trade-promoting effect culture , linguistic similarities likely reflect cultural ties across regions , rather lower costs communication similar institutions .",0
25,"A high standard security electricity supply comes serious electricity system costs . However , system costs balanced economic costs induced insecure supply electricity . Following macroeconomic approach , analyze economic costs imposed potential power interruptions Germany . Using extensive dataset industries households , estimate Values Lost Load associated hourly costs power interruptions different German regions sectors . We find interruption costs vary significantly time , sectors regions . Peaking midday Monday December 750 Mio ? per hour , average total national outage costs amount approximately 430 Mio ? per hour . A missing gigawatt hour creates average outage costs 7.6 Mio ? .",0
26,"Does matter pays ratings ? Yes , rating agencies? behavior . These findings experiment analyze effect remuneration model rating agencies assessments well investors? issuers? behavior . First , find rating agencies? assessments comparable whether agency ( partially ) paid issuers , investors solely experimenter . Issuers , hand , often return investor 's trust investors pay ratings . Further , investors often act according agencies? recommendations pay information .",0
27,"We examine differences altruism laziness public sector employees private sector employees . Our theoretical model predicts likelihood public sector employment increases worker 's altruism , increases decreases worker 's laziness depending altruism . Using questionnaire data German Socio-Economic Panel Study , find public sector employees significantly altruistic lazy observationally equivalent private sector employees . A series robustness checks show patterns stronger among higher educated workers ; sorting altruistic people public sector takes place within caring industries ; difference altruism already present start people 's career , difference laziness present employees sufficiently long work experience .",0
28,"This study analyzes impact bank relationships firm 's borrowing costs . We find firm 's borrowing costs decrease relationship strength , proxied share bank debt provided lender . Borrowing costs , however , rise relationship length . While increase time weak average , bank-dependent borrowers face substantial premium several relationship years . Switching lender initially leads small price discount average . However , discount considerable borrowers switch strong relationship previous lender . Our results suggest close lending relationships lead benefits firm , may also imply hold-up costs long term .",0
29,"This paper empirically investigates relationship stadium attendance , hooliganism counter-violence policy measures Italian Serie A . In particular , paper analyses impact counter-hooliganism policies adopted 2007 quantity game tickets sold . The counter-hooliganism measures , grounded entry card , namely ?fidelity card? , designed keep hooligans stadiums favouring attendance either occasional spectators uncommitted fans . According econometric investigation expected substitution committed fans uncommitted fans take shape . In sum , ?fidelity card? turn successful evaluated average attendance perspective .",0
30,"We analyse bicameralism affect national fiscal policies federal country vertical horizontal externalities interact . Conditions provided show , equilibrium , two chambers agree disagree choice national capital tax rate , depending whether pivotal voter two chambers .",0
31,"In article , provide simple supply demand framework build-up excessive level leverage result shortage safe assets . On basis , discuss various policy options . First , address question policy-makers shortages safe assets arise . Second , discuss done prevent potential shortages safe assets . Our main finding smoother leverage cycle ? , particular , implies less leverage booms ? major condition preventing shortages safe assets .",0
32,"We empirically investigate potential determinants allowance price dynamics European Union Emission Trading Scheme Phase II . In contrast previous studies , place particular emphasis fuel price selection . We show results extremely sensitive choosing different price series potential determinants , coal gas prices . In general , influence economic activity Europe hydropower provision Norway robustly explaining allowance price dynamics . The influence fuel switching allowance prices , therefore , equalization marginal abatement costs ? particular long run ? still rather small .",0
33,"By 2008/09 school year federal state North Rhine-Westphalia ( Germany ) abolished binding school catchment areas municipalities . The reform controversial feared school choice would increase ethnic segregation . Using data primary schools contribute debate analyzing ethnic segregation reform . We discuss drawbacks commonly used segregation indices interpretation well causality issues . Although increase segregation time period studied , results show segregation affected policy reform .",0
34,"In study , assess accuracy macroeconomic forecasts regional level using large data set quarterly frequency . We forecast gross domestic product ( GDP ) two German states ( Free State Saxony Baden-Württemberg ) Eastern Germany . We overcome problem ?data-poor environment? sub-national level complementing various regional indicators 200 national international indicators . We calculate single-indicator , multi-indicator , pooled factor forecasts ?pseudo-real-time? setting . Our results show significantly increase forecast accuracy compared autoregressive benchmark model , short- long-term predictions . Furthermore , regional indicators play crucial role forecasting regional GDP .",0
35,"Politicians shown benefit electorally attractive physical appearance . Employing data 614 German MPs , note explores whether also affects success/failure market extra-parliamentary activities . An attractive physical appearance found mainly benefit female MPs , especially private-sector jobs . This particularly driven MPs? perceived likability . While MP 's perceived beauty shown direct effects extra-parliamentary activities , findings suggest important indirect effects .",0
36,"The 2005 reform German welfare system introduced two competing organizational models welfare administration . In districts , centralized organization established local welfare agencies bound central directives . At time , 69 districts allowed opt decentralized organization . We evaluate relative success types terms integrating welfare recipients employment . Compared centralized organization , decentralized organization negative effect employment chances males . For women , significant effect found . These findings robust inclusion aspects internal organization common types agencies .",0
37,"We evaluate wage subsidy program targeted long-term unemployed workers Germany . We use alternative identification procedure compared empirical studies conducted far . Exploiting particular program regulations large administrative data estimate impact program availability using regression discontinuity framework . Our results suggest significant impact availability subsidy labor market outcomes target group . Even though analysis lacks statistical power , findings support substantial positive effects obtained matching studies . As approach require observability drivers selection , previous empirical studies justifying government expenditures wage subsidies based matching methods reconsidered .",0
38,"During last decade , German states abolished final year higher secondary schooling keeping academic content almost unaltered . We evaluate effects reform Saxony-Anhalt double cohort graduates 2007 . In 2003 , 13th year schooling eliminated students grade 9 , tenth grade students unaffected . This provides natural experiment analyzing impact schooling achievements educational choice . We find negative effects grades mathematics , effects German literature . Moreover , significant share females found delay university enrollment .",0
39,"In 2007 , Germany changed network access regulation natural gas sector introduced so-called entry?exit system . The spot market effects reregulation remain examined . We use cointegration analysis state space model time-varying coefficients study development natural gas spot prices two major trading hubs Germany interlinked spot market Netherlands . To analyse information efficiency detail , state space model extended error correction model . Overall , results suggest reasonable degree price convergence corresponding hubs . Market efficiency terms information processing increased considerably among Germany Netherlands .",0
40,"We compare consistency choices two methods used elicit risk preferences aggregate well individual level . We ask subjects choose twice list nine decisions two lotteries , introduced Holt Laury ) alternating nine decisions using budget approach introduced Andreoni Harbaugh ( ) . We find , aggregate ( subject pool ) level results consistent , individual ( within-subject ) level , behaviour far consistent . Within method well across methods observe low ( simple rank ) correlations .",0
41,"In recent contributions , von Weizsäcker ( 2014 ) Summers ( 2014 ) maintain mature economies accumulate much capital . They suggest large lasting public deficits remedy . This study argues overaccumulation occur economy land . It presents novel data aggregate land values , analyzes issue within stochastic framework conducts empirical test overaccumulation .",0
42,"According literature traditional banking , lenders often discriminate female borrowers . However , studies Peer-to-Peer lending United States find female borrowers better chances obtaining funds males . We provide evidence success female borrowers large German peer-to-peer lending platform . Our results show effect gender individual borrower 's chance receive funds platform , ceteris paribus . Several robustness checks confirm finding . Hence , female discrimination seems eased ?wisdom lending crowd? .",0
43,"We investigate relationship life satisfaction mortality using German Socio-Economic Panel , allows us follow around 15,000 people two decades . Seventeen per cent respondents surveyed 1984 died 1984 2007 . After controlling initial health conditions , find people 's life satisfaction beginning survey deeply linked life expectancy : ten per cent increase life satisfaction connected four per cent decline probability death period studied . The relationship life satisfaction mortality stronger married men life satisfaction matter women . We find suggestive evidence links life satisfaction mortality could operating via accidents mental health . Finally , show life satisfaction measured 1984 extends rest life : people happier 1984 frequently experienced high levels happiness rest lives . These results suggest life satisfaction powerful risk-factor later mortality predictive mortality host variables .",0
44,"This study evaluates whether economists support economic policies free trade deem good home country increase global welfare . In telephone survey , 100 German economists asked judge different policy proposals dealing immigration , military exports climate policy . Our results show acceptance policy proposals strongly influenced national efficiency judgements . In contrast , global efficiency judgements exert significant positive effect policy proposal acceptance . These effects even hold economists self-reported global perspective assessment policy proposals . These judgements might based potentially erroneous assumption policy judgements , taken national perspective , consistent global interests .",0
45,"We present first empirical results effects large scale reduction unemployment benefit entitlement lengths unemployment inflows Germany . We show highly disputed element Hartz-Reforms 2006 induced rush workers firms take advantage previous legislation last days . Furthermore , find considerable decline transitions unemployment increase employment rates among older workers reform . Our results provide new evidence importance changes unemployment inflows analysis changes unemployment outflows .",0
46,"So far , consensus price adjustment determinants empirical literature . Analyzing novel firm-level business survey data set , provide new insights price setting behavior German retailers low inflation period . Relating probability price pricing plan adjustment time- state-dependent variables , find state-dependence important ; macroeconomic environment well firm-specific condition significantly determines timing actual price changes pricing plan adjustments . Moreover , input cost changes important determinants price setting . Finally , price increases respond strongly cost shocks compared price decreases .",0
47,"We study pure indirect reciprocity setting modified dictator game three players A , B , C acting sequentially . Subject A takes share pie passes rest subject B , B divides rest C. We find consecutive three-person dictator game increases generosity compared traditional two-person dictator game . We analyze influence social interaction uncertainty . In treatments certainty observe pure indirect reciprocity : B indirectly reciprocates A 's behavior decision generous C .",0
48,"This paper studies evolution life satisfaction life course Germany . It clarifies causal interpretation econometric model discussing choice control variables underidentification age , cohort time effects . The empirical part analyzes distribution life satisfaction life course aggregated , subgroup individual level . To findings : On average , life satisfaction mildly decreasing age 55 followed hump shape maximum 70 . The analysis lower levels suggests people differ life satisfaction trends , whereas hump shape age 55 robust . No important differences men women found . In contrast , education groups differ trends : highly educated people become happier life cycle , life satisfaction decreases less-educated people .",0
49,"This study summarizes theory origin current world economic crisis role fiscal policy mitigating effect . The perspective dynamic stochastic general equilibrium analysis . Overall , model analysis suggests strong case fiscal policy monetary authority unable/unwilling close output gap . This remains case , even explicitly taking account public debt dynamics .",0
50,"To address concerns sustainability public debt , industrialized countries shifted towards fiscal austerity 2010 . A popular concern austerity self-defeating , fiscal multipliers large . Specifically , number recent studies find multipliers tend large financial crises and/or monetary policy constrained zero lower bound . However , public debt crises tend offsetting effect making multipliers smaller normal times . Consequently , austerity cure , unlikely literally self-defeating sovereign risk high .",0
51,"The article reviews debate government spending multiplier provides detailed discussion underlying economic mechanisms , focusing role state business cycle monetary policy reaction . Special emphasis effects fiscal policy within currency union implications euro crisis .",0
52,"mpirical studies household saving remain inconclusive role bequest motives . This may due diluting effect different tax regimes across countries time estimates bequest motives . Relative market-based economies , former German Democratic Republic viewed experimental institutional setting life-insurance demand influenced tax considerations . This allows isolating bequest motives life-cycle precautionary savings motives . Analyzing demand life insurance , find significantly higher ownership probability among households children high regard family , confirming bequest motives life-insurance demand .",0
53,"Academic careers Germany debate . We conduct survey among postdocs Germany analyze perceptions attitudes postdocs regarding research incentives , working conditions , career prospects . We conceptualize career prospects postdoc life-cycle perspective transitions academic training academic non-academic jobs . Only half postdocs sees strong incentives academic research , quite strong confidence succeed academic career . Furthermore , postdocs attended PhD program show better career prospects higher research incentives compared others . Academic career prospects motivation strongest assistant professors . Apart small group , however , postdocs report small impact university reforms last decade . Female postdocs show significantly higher research incentives otherwise find little gender differences . Finally , good prospects non-academic jobs associated reduction motivation research .",0
54,"Using recursive empirical model real interest rate , GDP growth primary government deficit United States , I solve ergodic distribution debt/GDP ratio . If distribution exists , government satisfying intertemporal budget constraint . One key finding historical fiscal policy would bring current high-debt ratio back normal level 0.35 coming decade . Forecasts continuing increases ratio decade make implicit assumption fiscal policy shifted dramatically . In variant model matches forecast , government would satisfy intertemporal budget constraint policy permanent . The willingness investors hold US government debt implies belief high-deficit policy transitory .",0
55,"This study seeks understand interplay banks , bank regulation , sovereign default risk central bank guarantees monetary union . I assume banks use sovereign bonds repurchase agreements common central bank , sovereign partially backs losses banks able repurchase bonds . I argue regulators risky countries incentive allow banks hold home risky bonds risk defaults , whereas regulators ?safe? countries impose tighter regulation . As result , governments risky countries get borrow cheaply , effectively shifting risk potential sovereign default losses common central bank .",0
56,"Modernized Austrian capital theory implies : capital market equilibrium without public debt average period production equals average waiting period households . In twenty-first century OECD plus China area , demographic production parameters capital market equilibrium implies negative real rate interest . Price stability implies non-negative real rate interest . Prosperity requires capital market equilibrium . Thus , positive public debt required price stability conditions prosperity . Some conclusions drawn actual international macropolicy .",0
57,"The positions British German economists public debt long nineteenth century differed substantially . Whereas British classical economists regarded public debt ruinous country , German economists promoted debt accumulation productivity-enhancing public investment current outlays benefits future fiscal years . This article summarizes positions prominent British economists 1850 , David Hume , Adam Smith , David Ricardo , Thomas R. Malthus John Stuart Mill , deals extensively German colleagues Carl Dietzel , Lorenz von Stein Adolph Wagner 1855 .",0
58,"There considerable research discussion years potential role fiscal rules supporting better economic outcomes ; design , implementation enforcement , rules ; prospects alternative fiscal political institutions promote objectives fiscal rules typically targeted . This paper provides overview findings research unfolding events brought forward , organized form ten lessons learned accumulating theory evidence .",0
59,"Balanced budget requirements achieve fiscal sustainability , avoid burden future generations allow flexible reactions cyclical fluctuations economy . There many types balanced budget requirements debt limitations different stringency . These budget restraints significant effect applicable . The overall effect public debt small since many ways circumvent evade restraints . Therefore budget restraints substantial negative side effects . Public debt transferred less controllable budget areas , structure governments becomes fragmented balance power shifted away democratically accountable legislature .",0
60,"In OECD countries , observed considerable increase public debt recent decades caused large lasting deficits . What reason development rather different country ? There two approaches explain . Traditional economic theory explains makes sense allow deficits public budgets certain situations , might result limited amount public debt . It also shows conditions sustainability public finances namely public debt stays certain limits , particular , ? long run ? increase faster GDP . Following recommendations approach , public budget surpluses run economic upswings compensate deficits recessions . By contrast , politico-economic approaches explain democratic governments incentives allow deficits even periods economic upswings . In long run , lead ever-increasing public debt . To prevent , institutional provisions necessary . In respect , Swiss debt brakes national cantonal levels well new German rules particular interest .",0
61,"I review research relationship democracy government indebtedness . I first discuss whether extent politicians use fiscal policy reelection purposes conditioned country 's experience democracy . Political budget cycles confined young democracies , evidence suggests younger democracies cycles likely also stronger mature democracies . Next , I discuss whether use fiscal policy incumbent increases his/her chances reelection . Research discussed suggests political parties government benefit extent fiscal policy turns expansionary elections occur .",0
62,"Rising public debt widespread democratic-capitalist political economies since 1970s , generally accompanied among things weak economic growth , rising unemployment , increasing inequality , growing tax resistance , declining political participation . Following initial period fiscal consolidation 1990s , public debt took unprecedented leap reponse Great Recession . Renewed consolidation efforts , pressure ?financial markets? , point general decline state expenditure , particularly discretionary investment expenditure , extensive retrenchment privatization state functions .",0
63,"When private sector whole forced debt minimization following bursting debt-financed bubble , money multiplier turns negative margin government borrowing spending become essential maintaining GDP money supply . With unborrowed private savings languishing financial system , market also encourages government borrowing form low bond yields natural corrective mechanism economy suffering balance sheet recession . In eurozone , corrective mechanism fails ease capital flight government bond markets within currency zone .",0
64,"Economists routinely emphasize risks excessive public borrowing , tend benign view private sector debt . In study , I draw recent comparative studies macroeconomic history advanced economies since 1870 . I synthesize four historical facts argue balanced view public private borrowing warranted . First , public private debts increased markedly , private , public debts climbed historically unprecedented levels . Second , outside war times , financial crises typically originated private sector , yet costs increasingly socialized . Third , historical record shows modern democracies relatively successful managing financial affairs , evidenced systematically positive response primary balances high debt ratios . Fourth , I demonstrate private public debt cycles tightly linked since 1970s .",0
65,"This article gives fresh analysis sovereign ratings , including recent default Greece . Section 1 studies evolution sovereign rating business , Section 2 explains credit ratings assigned . Section 3 focuses sovereign rating methodologies identifies key determinants sovereign ratings . Section 4 measures accuracy ratings 1 January 2001 1 January 2013 . Section 5 compares credit ratings market-based indicators , Section 6 concludes .",0
66,This paper investigates competition health insurance companies different financing regulations . We consider two alternatives advanced recent German health care reform discussions : competition contribution rates ( health contributions ) fees ( health premia ) . We find contribution rate competition yields lower company profits higher consumer welfare premia competition switching insurance companies costly . ( This abstract borrowed another version item . ),0
67,"In centralized federation , tax rates taxation rules set federal govern-ment , manipulating thoroughness tax auditing effectiveness tax collection could attractive regional authorities variety reasons . These range tax competition principal-agent problems , state capture benefits fiscal equalisation . In paper discuss strategic tax auditing collection perspective fiscal federalism test strategic tax collection empirically using data Russian Federa-tion . Russia ? regional authorities 1990s always suspect tax auditing ma-nipulations favour . However , 2000s increasing bargaining power centre seems induce tax collection bodies regions manipulate tax auditing favour federation . We find partial evidence favour hypotheses . ( This abstract borrowed another version item . )",0
68,"This paper estimates employment effects industry-specific , collectively-bargained minimum wages Germany two occupations associated construction sector . I propose truly exogenous control group contrast control group design used literature . Further , difference-in-differences-in-differences estimator presented robustness test occupation-specific and/or industry-specific , timevarying , unobserved heterogeneity . I find significantly negative employment effect , even though minimum wage binding ( East ) Germany . This result explained substitution effects , noncompliance models monopsonic competition . ( This abstract borrowed another version item . )",0
69,"This paper contributes sparse literature employment spillovers minimum wages exploiting minimum wage introduction subsequent increases German roofing sector gave rise internationally unprecedented hard bite minimum wage . We look chances remaining employed roofing sector workers without binding minimum wage use plumbing sector subject minimum wage suitable benchmark sector . By estimating counterfactual wage plumbers would receive roofing sector given characteristics , able identify employment effects along entire wage distribution . The results indicate chances roofers remain employed sector eastern Germany deteriorated along entire wage distribution . Such employment spillovers workers without binding minimum wage may result scale effects and/or capital-labour substitution . ( This abstract borrowed another version item . )",0
70,"The introduction , abolition subsequent re-introduction minimum wage German electrical trade gave rise series natural experiments , used study minimum wage effects . We find similar impacts three cases wages , employment receipt public welfare benefits . Average wages raised minimum wage East Germany , almost evidence employment effects . The results also show wage effect quickly undone abolition minimum wage . ( This abstract borrowed another version item . )",0
71,"We review labor market implications recent real-business-cycle models successfully replicate empirical equity premium . We document fact models considered survey exception Boldrin , Christiano , Fisher ( 2001 ) imply negative correlation working hours output observed empirically , model , equity premium result variation firm value , changes relative price two goods . In addition , calibrate models regard characteristics German economy show equity premium sensitive regard utility parameters . ( This abstract borrowed another version item . )",0
