Unnamed: 0,abstract,top_journal
19,"We develop theory legislative competition voters care local candidate valence national party positions determined parties? median legislators . As long election outcomes sufficiently predictable , stable equilibria exhibit policy divergence parties . If degree uncertainty election outcomes decreases , voters place less weight local candidates? valence , polarization parties increases . Furthermore , systematic electoral shock makes party favored shock moderate , disadvantaged party becomes extreme . Finally , examine data state elections ideological positions state legislatures find patterns consistent key predictions model .",1
20,"We conduct randomized experiment generates exogenous variation access foreign markets rug producers Egypt . Combined detailed survey data , causally identify impact exporting firm performance . Treatment firms report 16?26 % higher profits exhibit large improvements quality alongside reductions output per hour relative control firms . These findings simply reflect firms offered higher margins manufacture high-quality products take longer produce . Instead , find evidence learning-by-exporting whereby exporting improves technical efficiency . First , treatment firms higher productivity quality controlling rug specifications . Second , asked produce identical domestic rug using inputs capital equipment , treatment firms produce higher quality rugs despite difference production time . Third , treatment firms exhibit learning curves time . Finally , document knowledge transfers quality increasing along specific dimensions knowledge pertained .",1
21,"A Ramsey planner chooses distorting tax labor manages portfolio securities economy incomplete markets . We develop method uses second order approximations Ramsey policies obtain formulas conditional unconditional moments government debt taxes include means variances invariant distribution well speeds mean reversion . The asymptotic mean planner 's portfolio minimizes measure fiscal risk . We obtain analytic expressions approximate moments invariant distribution apply data primary government deficit , aggregate consumption , returns traded securities . For U.S. data , find optimal target debt level negative close zero , invariant distribution debt dispersed , mean reversion slow .",1
22,"We propose new measure economic importance innovation . Our measure uses newly collected data patents issued U.S. firms 1926 2010 period , combined stock market response news patents . Our patent-level estimates private economic value positively related scientific value patents , measured number citations patent receives future . Our new measure associated substantial growth , reallocation , creative destruction , consistent predictions Schumpeterian growth models . Aggregating measure suggests technological innovation accounts significant medium-run fluctuations aggregate economic growth TFP . Our measure contains additional information relative citation-weighted patent counts ; relation measure firm growth considerably stronger . Importantly , degree creative destruction associated measure higher previous estimates , confirming useful proxy private valuation patents .",1
23,"By analyzing 20 developed economies 1920?2012 , find following evidence overoptimism neglect crash risk bank equity investors credit expansions : ( ) bank credit expansion predicts increased bank equity crash risk , despite elevated crash risk , also predicts lower mean bank equity returns subsequent one three years ; ( ii ) conditional bank credit expansion country exceeding 95th percentile threshold , predicted excess return bank equity index subsequent three years ? 37.3 % ; ( iii ) bank credit expansion distinct equity market sentiment captured dividend yield yet dividend yield credit expansion interact make credit expansion particularly strong predictor lower bank equity returns dividend yield low .",1
24,"I analyze behavior risk premia financial crises , wars , recessions international panel spanning 140 years 14 countries . I document expected returns , risk premia , increase substantially financial crises , episodes . Asset prices decline episodes , decline financial crises substantially larger decline fundamentals expected returns going forward large . However , drops consumption consumption volatility fairly similar across financial crises recessions largest wars , asset pricing models based aggregate consumption trouble matching facts . Comparing crises ?deep? recessions strengthens findings . By disentangling financial crises bad macroeconomic times , results suggest financial crises particularly important understanding risk premia vary . I discuss implications theory broadly discuss rational behavioral models consistent facts . Theories asset prices related health financial sector appear particularly promising .",1
25,"We study women 's choices labor activities village economies correlate poverty whether enabling poorest women take activities richer counterparts set sustainable trajectory poverty . To conduct large-scale randomized control trial , covering 21,000 households 1,309 villages surveyed four times seven-year period , evaluate nationwide program Bangladesh transfers livestock assets skills poorest women . At baseline , poorest women mostly engage low return seasonal casual wage labor wealthier women solely engage livestock rearing . The program enables poor women start engaging livestock rearing , increasing aggregate labor supply earnings . This leads asset accumulation ( livestock , land , business assets ) poverty reduction , sustained four seven years . These gains crowd livestock businesses noneligible households wages receive casual jobs increase poor reduce labor supply . Our results show ( ) poor able take work activities nonpoor face barriers , , ( ii ) one-off interventions remove barriers lead sustainable poverty reduction .",1
26,"Conventional value-added models ( VAMs ) compare average test scores across schools regression-adjusting students? demographic characteristics previous scores . This article tests VAM bias using procedure asks whether VAM estimates accurately predict achievement consequences random assignment specific schools . Test results admissions lotteries Boston suggest conventional VAM estimates biased , finding motivates development hierarchical model describing joint distribution school value-added , bias , lottery compliance . We use model assess substantive importance bias conventional VAM estimates construct hybrid value-added estimates optimally combine ordinary least squares lottery-based estimates VAM parameters . The hybrid estimation strategy provides general recipe combining nonexperimental quasi-experimental estimates . While still biased , hybrid school value-added estimates lower mean squared error conventional VAM estimates . Simulations calibrated Boston data show , bias notwithstanding , policy decisions based conventional VAMs control lagged achievement likely generate substantial achievement gains . Hybrid estimates incorporate lotteries yield gains .",1
27,"We investigate multinational firms contribute transmission shocks across countries using large multicountry firm-level data set contains cross-border ownership information . We use data document two novel empirical patterns . First , foreign affiliate headquarter sales exhibit strong positive comovement : 10 % growth sales headquarter associated 2 % growth sales affiliate . Second , shocks source country account significant fraction variation sales growth source-destination level . We propose parsimonious quantitative model interpret findings evaluate role multinational firms international business cycle transmission . For typical country , impact foreign shocks transmitted foreign multinationals combined non-negligible , accounting 10 % aggregate productivity shocks . On hand , since bilateral multinational production shares small , interdependence individual country pairs minimal . Our results reveal substantial heterogeneity strength mechanism , integrated countries significantly affected foreign shocks .",1
28,"We disaggregate self-employed incorporated unincorporated distinguish ?entrepreneurs? business owners . We show incorporated self-employed businesses engage activities demand comparatively strong nonroutine cognitive abilities , unincorporated firms perform tasks demanding relatively strong manual skills . People become incorporated business owners tend educated and?as teenagers?score higher learning aptitude tests , exhibit greater self-esteem , engage illicit activities others . The combination ?smart? ?illicit? tendencies youths accounts entry entrepreneurship comparative earnings entrepreneurs . Individuals tend experience material increase earnings becoming entrepreneurs , increase occurs decile distribution .",1
29,"We initiate study naïveté-based discrimination , practice conditioning offers external information consumers? naïveté . Knowing consumer naive increases monopolistic competitive firm 's willingness generate inefficiency exploit consumer 's mistakes , naïveté-based discrimination Pareto-improving , Pareto-damaging , often lowers total welfare classical preference-based discrimination . Moreover , effect total welfare depends hitherto unemphasized market feature : extent exploitation naive consumers distorts trade different types consumers . If distortion homogeneous across naive sophisticated consumers , arguably weak empirically testable condition , naïveté-based discrimination lowers total welfare . In contrast , distortion arises trades sophisticated consumers , perfect naïveté-based discrimination maximizes social welfare , although imperfect discrimination often lowers welfare . If distortion arises trades naive consumers , naïveté-based discrimination effect welfare . We identify applications cases . In primary example , credit market present-biased borrowers , firms lend socially optimal increase amount interest naive borrowers unexpectedly pay , creating homogeneous distortion . The condition naïveté-based discrimination lower welfare weaker prudence .",1
30,"We present results three large-scale randomized controlled trials ( RCTs ) carried Chicago , testing interventions reduce crime dropout changing decision making economically disadvantaged youth . We study program called Becoming Man ( BAM ) , developed nonprofit Youth Guidance , two RCTs implemented 2009?2010 2013?2015 . In two studies participation program reduced total arrests intervention period 28?35 % , reduced violent-crime arrests 45?50 % , improved school engagement , first study follow-up data , increased graduation rates 12?19 % . The third RCT tested program partially overlapping components carried Cook County Juvenile Temporary Detention Center ( JTDC ) , reduced readmission rates facility 21 % . These large behavioral responses combined modest program costs imply benefit-cost ratios interventions 5-to-1 30-to-1 . Our data mechanisms ideal , find positive evidence effects due changes emotional intelligence social skills , self-control ?grit , ? generic mentoring effect . We find suggestive support hypothesis programs work helping youth slow reflect whether automatic thoughts behaviors well suited situation , whether situation could construed differently .",1
31,"This article develops model optimal government debt maturity government issue state-contingent bonds commit fiscal policy . If government perfectly commit , fully insulates economy government spending shocks purchasing short-term assets issuing long-term debt . These positions quantitatively large relative GDP need actively managed government . Our main result conclusions robust introduction lack commitment . Under lack commitment , large tilted debt positions expensive finance ex ante since exacerbate problem lack commitment ex post . In contrast , flat maturity structure minimizes cost lack commitment , though also limits insurance increases volatility fiscal policy distortions . We show optimal time-consistent maturity structure nearly flat reducing average borrowing costs quantitatively important welfare reducing fiscal policy volatility . Thus , lack commitment , government actively manages debt positions approximate optimal policy confining debt instruments consols .",1
32,"This article explores effect news shocks open economies using worldwide giant oil gas discoveries directly observable measure news shocks future output?the delay discovery production average four six years . We first analyze effects discovery two-sector small open economy model resource sector . We estimate effects giant oil gas discoveries large panel countries . Our empirical estimates consistent predictions model . After oil gas discovery , current account saving rate decline first five years rise sharply ensuing years . Investment rises robustly soon news arrives , whereas GDP increase five years . Employment rates fall slightly remain low sustained period .",1
33,"Most international commerce carried multinational firms , use foreign affiliates serve market host country export markets outside host country . In article , I examine determinants multinational firms? location production decisions welfare implications multinational production . The existing quantitative general equilibrium models incorporate multinational firms achieve tractability assuming away export platforms?that , allow foreign affiliates multinationals export?or ignoring fixed costs associated foreign investment . I develop quantifiable multicountry general equilibrium model , tractably handles multinational firms engage export platform sales face fixed costs foreign investment . I first estimate model using German firm-level data uncover size nature costs multinational enterprise show fixed costs foreign investment large . Second , I calibrate model data trade multinational production twelve European North American countries . Counterfactual analysis reveals multinationals play important role transmitting technological improvements foreign countries pending Canada-EU trade investment agreement could divert sizable fraction production EU multinationals U.S. Canada .",1
34,"How optimal taxes affected superstar phenomena ? To answer question , extend Mirrlees model incorporate assignment problem labor market generates superstar effects . Perhaps surprisingly , rather providing rationale higher taxes , show superstar effects provide force lower marginal taxes conditional observed distribution earnings . Superstar effects make earnings schedule convex , increases responsiveness individual earnings tax changes . We show various common elasticity measures must adjusted upward optimal tax formulas . Finally , study comparative static keep observed earnings distribution fixed : superstar technologies introduced , inequality increases obtain neutrality result , finding optimal taxes unaltered .",1
35,"This article argues firms? balance sheets instrumental transmission consumer demand shocks Great Recession . Using micro-level data U.S. Census Bureau , find establishments highly levered firms experienced significantly larger employment losses response declines local consumer demand . These results driven firms less productive , expanded much prior Great Recession , generally sensitive fluctuations either aggregate employment house prices . Likewise , county level , find counties highly levered firms experienced significantly larger declines employment response local consumer demand shocks . Accordingly , firms? balance sheets also matter aggregate employment . Our results suggest possible role employment policies target firms directly besides conventional stimulus .",1
36,"Illiquidity short-term credit markets financial crisis might severely curtailed supply nonbank consumer credit . Using new data set linking every car sold United States credit supplier involved transaction , find collapse asset-backed commercial paper market reduced financing capacity nonbank lenders captive leasing companies automobile industry . As result , car sales counties traditionally depended nonbank lenders declined sharply . Although lenders increased supply credit , net aggregate effect illiquidity car sales large negative . We conclude decline auto sales financial crisis caused part credit supply shock driven illiquidity important providers consumer finance auto loan market . These results also imply interventions aimed arresting illiquidity short-term credit markets might helped contain real effects crisis .",1
37,"I derive lower bound equity premium terms volatility index , SVIX , calculated index option prices . The bound implies equity premium extremely volatile rose 20 % height crisis 2008 . The time-series average lower bound 5 % , suggesting bound may approximately tight . I run predictive regressions find hypothesis rejected data , I use SVIX index proxy equity premium argue high equity premia available times stress largely reflect high expected returns short run . I also provide measure probability market crash , introduce simple variance swaps , tradable contracts based SVIX robust alternatives variance swaps .",1
38,"By exploiting commuting policy led sharp unexpected inflow Czech workers areas along German-Czech border , examine impact exogenous immigration-induced labor supply shock local wages employment natives . On average , supply shock leads moderate decline local native wages sharp decline local native employment . These average effects mask considerable heterogeneity across groups : younger natives experience larger wage effects , employment responses particularly pronounced older natives . This pattern inconsistent standard models immigration accounted model allows larger labor supply elasticity higher degree wage rigidity older young workers . We show employment response almost entirely driven diminished inflows natives work rather outflows areas nonemployment , suggesting ?outsiders? shield ?insiders? increased competition .",1
39,"Technological advances development social media made petitions , public protests , form spontaneous activism increasingly common tools individuals influence decision makers . To study phenomena , article I present theory petitions public protests explores limits mechanisms aggregate information . The key assumption valuable information dispersed among citizens . Through petitions protests , citizens signal private information policy maker , choose use . I first show citizens? individual signals sufficiently precise , information aggregation impossible , matter large population informed citizens , even conflict policy maker small . I characterize conditions conflict signal structure guarantee information aggregation . When conditions satisfied , I show full information aggregation possible population grows infinity . When satisfied , I show information aggregation may still possible social media available .",1
40,"We develop new index economic policy uncertainty ( EPU ) based newspapercoverage frequency . Several types evidence?including human readings 12,000newspaper articles?indicate index proxies movements inpolicy-related economic uncertainty . Our U.S. index spikes near tightpresidential elections , Gulf Wars I II , 9/11 attacks , failure ofLehman Brothers , 2011 debt ceiling dispute , major battles overfiscal policy . Using firm-level data , find policy uncertainty isassociated greater stock price volatility reduced investment andemployment policy-sensitive sectors like defense , health care , finance , andinfrastructure construction . At macro level , innovations policyuncertainty foreshadow declines investment , output , employment theUnited States , panel vector autoregressive setting , 12 majoreconomies . Extending U.S. index back 1900 , EPU rose dramatically the1930s ( late 1931 ) drifted upward since 1960s .",1
41,"This study estimates long-run impacts child health investment , exploitingcommunity-wide experimental variation school-based deworming . The programincreased labor supply among men education among women , accompanyingshifts labor market specialization . Ten years deworming treatment , menwho eligible boys stay enrolled years primary school , work17 % hours week , spend time nonagricultural self-employment , likely hold manufacturing jobs , miss one fewer meal per week.Women treatment schools girls approximately one quarter morelikely attended secondary school , halving gender gap . Theyreallocate time traditional agriculture cash crops nonagriculturalself-employment . We estimate conservative annualized financial internal rateof return deworming 32 % , show mass deworming may generate infuture government revenue costs subsidies .",1
42,"We study drivers geographic variation U.S. health care utilization , using empirical strategy exploits migration Medicare patients toseparate role demand supply factors . Our approach allows us toaccount demand differences driven observable unobservablepatient characteristics . Within sample over-65 Medicare beneficiaries , wefind 40?50 % geographic variation utilization attributable todemand-side factors , including health preferences , remainder due toplace-specific supply factors .",1
43,"Although largely absent modern accounts Industrial Revolution , watches first mass-produced consumer durable Adam Smith?s preeminent example technological progress . In fact , Smith makes notable claim watch prices may fallen 95 % preceding century , claim article attempts evaluate . We look changes reported value 3,200 stolen watches criminal trials Old Bailey London 1685 1810 . Before allowing quality improvements , find real price watches nearly categories falls steadily 1.3 % year , equivalent fall 75 % century , showing sustained innovation production highly complex artifact already appeared one important sector British economy early eighteenth century .",1
44,"We present model stereotypes based Kahneman Tversky?s representativeness heuristic . A decision maker assesses target group overweighting representative types , defined types occur frequently group baseline reference group . Stereotypes formed way contain ?kernel truth? : rooted true differences groups . Because stereotypes focus differences , cause belief distortions , particularly groups similar . Stereotypes also context dependent : beliefs group depend characteristics reference group . In line predictions , beliefs lab abstract groups beliefs field political groups context dependent distorted direction representative types .",1
45,"We use data Head Start Impact Study ( HSIS ) evaluate cost-effectiveness Head Start , largest early childhood education program United States . Head Start draws roughly third participants competing preschool programs , many receive public funds . We show accounting fiscal impacts program substitution pushes estimates Head Start?s benefit-cost ratio well one wide range assumptions structure market preschool services dollar value test score gains . To parse program?s test score impacts relative home care competing preschools , selection-correct test scores care environment using excluded interactions experimental assignments household characteristics . We find Head Start generates larger test score gains children would otherwise attend preschool children less likely participate program .",1
46,"Most projects , walks life , require participation multipleparties . While difficult unite individuals common endeavor , somepeople , call ?movers shakers , ? seem able . The articlespecifically examines moving shaking investment project , whose returndepends quality total capital invested . We analyze modelwith two types agents : managers investors . Managers investorsinitially form social connections . Managers bid buy control theproject , winning bidder puts effort making investors aware it.Finally , subset aware investors given chance invest theydecide whether receiving private signals project?squality . We first show connections valuable since make easierfor manager ?move shake? project ( i.e . , obtain capital frominvestors ) . When endogenize network , find managers areidentical ex ante , single manager emerges connected ; consequentlyearns rent . In extensions , move away assumption ex anteidentical managers highlight forces lead one manager another tobecome mover shaker . Our theory sheds light range topics , including entrepreneurship , venture capital , anchor investments .",1
47,"This article presents unique historical experiment explore dynamics ofinstitutional change Middle Ages . We assembled novel data set , information political institutions northern central Italian citiesbetween 1000 1300 matched detailed information earthquakesthat occurred area period interest . Exploiting panel structureof data , document occurrence earthquake retardedinstitutional transition autocratic regimes self-government ( thecommune ) cities political religious leaders sameperson ( episcopal see cities ) , cities political religiouspowers distinct ( non?episcopal see cities ) . Such differential effect holdsfor destructive seismic episodes events felt populationbut cause material damage persons objects . Ancillary resultsshow seismic events provoked positive statistically significantdifferential effect construction ornamentation religiousbuildings episcopal non?episcopal see cities . Our findings areconsistent idea earthquakes , interpreted Middle Ages asmanifestation outrage God , represented shock people?sreligious beliefs , consequence , enhanced ability ofpolitical-religious leaders restore social order crisis relative tothe emerging communal institutions . This interpretation supported byhistorical evidence .",1
48,"This article examines link opportunity cost money time-varying liquidity premia near-money assets . Higher interest rates imply higher opportunity costs holding money hence higher premium liquidity service benefits assets close substitutes money . Consistent theory , short-term interest rates United States , United Kingdom , Canada strong positive relationship liquidity premium Treasury bills near-money assets periods going back 1920s . Once opportunity cost money taken account , Treasury security supply variables lose explanatory power liquidity premium , except transitory short-run effects . These findings indicate high elasticity substitution money near-money assets . As consequence , central bank follows interest rate operating target elastically accommodates neutralizes shocks money demand , effectively also shocks near-money asset supply demand .",1
49,"We use randomized controlled trial study response poor households rural Kenya unconditional cash transfers NGO GiveDirectly . The transfers differ programs explicitly unconditional , large , concentrated time . We randomized village household levels ; furthermore , within treatment group , randomized recipient gender ( wife versus husband ) , transfer timing ( lump-sum transfer versus monthly installments ) , transfer magnitude ( US $ 404 PPP versus US $ 1,525 PPP ) . We find strong consumption response transfers , increase household monthly consumption $ 158 PPP $ 193 PPP nine months transfer began . Transfer recipients experience large increases psychological well-being . We find overall effect levels stress hormone cortisol , although differences across subgroups . Monthly transfers likely lump-sum transfers improve food security , whereas lump-sum transfers likely spent durables , suggesting households face savings credit constraints . Together , results suggest unconditional cash transfers significant impacts economic outcomes psychological well-being .",1
50,"This article examines labor market payoffs different types postsecondary education , including field institution study . Instrumental variables ( IV ) estimation payoff choosing one type education compared another made particularly challenging individuals choosing several types education . Not identification require one instrument per alternative , also necessary deal issue individuals choose education may different next-best alternatives . We address difficulties using rich administrative data Norway?s postsecondary education system . A centralized admission process creates credible instruments discontinuities effectively randomize applicants near unpredictable admission cutoffs different institutions fields study . The admission process also provides information preferred next-best alternatives strategy-proof measures individuals? ranking institutions fields . The results IV approach may summarized three broad conclusions . First , different fields study substantially different labor market payoffs , even accounting institution peer quality . Second , effect earnings attending selective institution tends relatively small compared payoffs field study . Third , estimated payoffs field study consistent individuals choosing fields comparative advantage . Comparing estimates obtained approaches highlights importance using instruments correct selection bias information individuals? ranking institutions fields measure preferred next-best alternatives . JEL Codes : C31 , J24 , J31 .",1
